name,site,type,subtypes,category,phone,full_address,rating,reviews,working_hours,other_hours,business_status,about,range,logo,description,verified,,,,,,,,
Blarney Stone Pub & Restaurant,,Restaurant,"Restaurant, Bar",restaurants,+1 204-523-7782,"531 Williams Ave, Killarney, MB R0K 1G0",4.2,169,"{""Sunday"": ""9a.m.-7p.m."", ""Monday"": ""9a.m.-8p.m."", ""Tuesday"": ""9a.m.-8p.m."", ""Wednesday"": ""9a.m.-8p.m."", ""Thursday"": ""9a.m.-8p.m."", ""Friday"": ""9a.m.-8p.m."", ""Saturday"": ""9a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$$,,,FALSE,,,,,,,,
Humpty's Big Plate Diner - North Hill,http://www.humptys.com/,Family restaurant,"Family restaurant, American restaurant, Breakfast restaurant, Brunch restaurant, Diner, Lunch restaurant, Restaurant",restaurants,+1 204-729-1902,"100 Highland Ave, Brandon, MB R7C 1A9",4.1,497,"{""Sunday"": ""8a.m.-8p.m."", ""Monday"": ""8a.m.-9p.m."", ""Tuesday"": ""8a.m.-9p.m."", ""Wednesday"": ""8a.m.-9p.m."", ""Thursday"": ""8a.m.-9p.m."", ""Friday"": ""8a.m.-9p.m."", ""Saturday"": ""8a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh4.googleusercontent.com/-aMhnhbFeI8I/AAAAAAAAAAI/AAAAAAAAAAA/-V46WPHhsCE/s44-p-k-no-ns-nd/photo.jpg,"Humptys Big Plate Diner introduces you to fresh, never frozen burgers, hand battered cod and other made to order fresh breakfast menu. We always strive for fresh ingredients, made from scratch homestyle dishes to serve the quality food to all families. We always move forward with innovation and commitment to community and charitable causes. Humptys value our family restaurants roots and our senior customers. We offer Humptys Emerald card program for seniors. All cardholders receive 10% off the menu (except alcohol). Tuesdays, we offer 20% off all menu items. We also offer kids friendly menus as well as some entertainment for them while dining at our restaurants such as coloring sheets.",TRUE,,,,,,,,
Patches Family Restaurant,https://m.facebook.com/pages/category/Comfort-Food-Restaurant/Patches-Family-Restaurant-767258546978009/,Family restaurant,"Family restaurant, Restaurant",restaurants,+1 204-727-6517,"229 18th St N, Brandon, MB R7A 2V8",4.4,207,"{""Sunday"": ""8a.m.-8p.m."", ""Monday"": ""7a.m.-8p.m."", ""Tuesday"": ""7a.m.-8p.m."", ""Wednesday"": ""7a.m.-8p.m."", ""Thursday"": ""7a.m.-8p.m."", ""Friday"": ""7a.m.-8p.m."", ""Saturday"": ""8a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Parking"": true}}",,https://lh6.googleusercontent.com/-6RCQFjd2KTw/AAAAAAAAAAI/AAAAAAAAAAA/2WUoGDbB0xU/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Tim Hortons,https://locations.timhortons.ca/en/mb/brandon/unit-a-1505-1st-street/,Coffee shop,"Coffee shop, Bakery, Breakfast restaurant, Cafe, Donut shop, Fast food restaurant",coffee shops,+1 204-728-8263,"1505 1st St Unit A, Brandon, MB R7A 7G1",3.6,115,"{""Sunday"": ""5a.m.-10p.m."", ""Monday"": ""5a.m.-10p.m."", ""Tuesday"": ""5a.m.-10p.m."", ""Wednesday"": ""5a.m.-10p.m."", ""Thursday"": ""5a.m.-10p.m."", ""Friday"": ""5a.m.-10p.m."", ""Saturday"": ""5a.m.-10p.m.""}","[{""drive_through"": {""Sunday"": ""5 a.m.-10 p.m."", ""Monday"": ""5 a.m.-10 p.m."", ""Tuesday"": ""5 a.m.-10 p.m."", ""Wednesday"": ""5 a.m.-10 p.m."", ""Thursday"": ""5 a.m.-10 p.m."", ""Friday"": ""5 a.m.-10 p.m."", ""Saturday"": ""5 a.m.-10 p.m.""}}, {""delivery"": {""Sunday"": ""7:30 a.m.-8:30 p.m."", ""Monday"": ""7:30 a.m.-8:30 p.m."", ""Tuesday"": ""7:30 a.m.-8:30 p.m."", ""Wednesday"": ""7:30 a.m.-8:30 p.m."", ""Thursday"": ""7:30 a.m.-8:30 p.m."", ""Friday"": ""7:30 a.m.-8:30 p.m."", ""Saturday"": ""7:30 a.m.-8:30 p.m.""}}]",OPERATIONAL,"{""Service options"": {""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Prepared foods"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh6.googleusercontent.com/-emzdm6tZqNQ/AAAAAAAAAAI/AAAAAAAAAAA/57cP_frwd1I/s44-p-k-no-ns-nd/photo.jpg,"Canadian chain for signature premium-blend coffee, plus light fare, pastries & breakfast sandwiches.",TRUE,,,,,,,,
KFC,https://www.kfc.ca/menu/for-sharing?utm_source=Google,Fast food restaurant,"Fast food restaurant, Chicken restaurant, Delivery Restaurant",restaurants,+1 204-725-0425,"1350 18th St, Brandon, MB R7A 5C4",3.2,282,"{""Sunday"": ""10:30a.m.-9p.m."", ""Monday"": ""10:30a.m.-9p.m."", ""Tuesday"": ""10:30a.m.-9p.m."", ""Wednesday"": ""10:30a.m.-9p.m."", ""Thursday"": ""10:30a.m.-10p.m."", ""Friday"": ""10:30a.m.-10p.m."", ""Saturday"": ""10:30a.m.-10p.m.""}",,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh4.googleusercontent.com/-5fFHdO2o-Xw/AAAAAAAAAAI/AAAAAAAAAAA/gjImGX0ujvw/s44-p-k-no-ns-nd/photo.jpg,"Restaurant chain known for its buckets of fried chicken, plus combo meals & sides.",TRUE,,,,,,,,
Echo Restaurant & Wine Bar,https://www.clarionbrandon.com/dining,Restaurant,"Restaurant, Bar",restaurants,+1 204-728-5775,"3130 Victoria Ave, Brandon, MB R7B 3Y3",3.7,104,"{""Sunday"": ""7a.m.-8p.m."", ""Monday"": ""7a.m.-11p.m."", ""Tuesday"": ""7a.m.-11p.m."", ""Wednesday"": ""7a.m.-11p.m."", ""Thursday"": ""7a.m.-11p.m."", ""Friday"": ""7a.m.-12a.m."", ""Saturday"": ""7a.m.-12a.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Great cocktails"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Upscale"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""High chairs"": true}}",$$,https://lh6.googleusercontent.com/-OW7tDjTPwYs/AAAAAAAAAAI/AAAAAAAAAAA/eBjweS6RRP8/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Little Italy Pizzeria,http://www.littleitalypizzeria.net/,Pizza restaurant,"Pizza restaurant, Italian restaurant, Delivery Restaurant, Restaurant",restaurants,+1 204-727-7777,"305 10th St, Brandon, MB R7A 4E9",4.5,158,"{""Sunday"": ""5p.m.-1a.m."", ""Monday"": ""Closed"", ""Tuesday"": ""5p.m.-2a.m."", ""Wednesday"": ""5p.m.-2a.m."", ""Thursday"": ""5p.m.-2a.m."", ""Friday"": ""11a.m.-2a.m."", ""Saturday"": ""5p.m.-2a.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Late-night food"": true, ""Vegetarian options"": true}, ""Dining options"": {""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true}, ""Atmosphere"": {""Casual"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,https://lh3.googleusercontent.com/-TyJ3dgoOhSM/AAAAAAAAAAI/AAAAAAAAAAA/M2iqfhHFeiE/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Montana’s BBQ & Bar,https://www.montanas.ca/en/locations/mb/brandon/823-18th-street-n-building-e,Restaurant,Restaurant,restaurants,+1 204-726-5656,"823 18th St N Building E #E, Brandon, MB R7A 1C6",4.3,762,"{""Sunday"": ""11a.m.-11p.m."", ""Monday"": ""11a.m.-11p.m."", ""Tuesday"": ""11a.m.-11p.m."", ""Wednesday"": ""11a.m.-11p.m."", ""Thursday"": ""11a.m.-11p.m."", ""Friday"": ""11a.m.-11p.m."", ""Saturday"": ""11a.m.-11p.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Fireplace"": true, ""Great cocktails"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Braille menu"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,https://lh3.googleusercontent.com/-PtQKpC16nsc/AAAAAAAAAAI/AAAAAAAAAAA/-Q0QjEXfoBg/s44-p-k-no-ns-nd/photo.jpg,"Montana's is a Canadian BBQ & Bar joint famous for our Fall-Off-The-Bone Ribs, 100% Canadian Steaks and Burgers, and a variety of other favorites like Fire-Grilled Chicken Taco's and Mac N Cheese. We're a casual restaurant that's great for all occasions and all ages - and environment that lets you kick back and relax, joke around with our friendly bartenders and servers, and most importantly, connect with your friends and family.
When you're not doing your own grilling-let us do it for you!",TRUE,,,,,,,,
Victoria cafe,,Buffet restaurant,"Buffet restaurant, Asian restaurant, Eclectic restaurant",restaurants,+1 204-728-8900,"2604 Victoria Ave, Brandon, MB R7B 0M8",4,23,"{""Sunday"": ""8:30a.m.-8:30p.m."", ""Monday"": ""8:30a.m.-8:30p.m."", ""Tuesday"": ""8:30a.m.-8:30p.m."", ""Wednesday"": ""8:30a.m.-8:30p.m."", ""Thursday"": ""8:30a.m.-8:30p.m."", ""Friday"": ""8:30a.m.-8:30p.m."", ""Saturday"": ""8:30a.m.-8:30p.m.""}","[{""brunch"": {""Sunday"": ""9 a.m.-5 p.m."", ""Monday"": ""9 a.m.-5 p.m."", ""Tuesday"": ""9 a.m.-5 p.m."", ""Wednesday"": ""9 a.m.-5 p.m."", ""Thursday"": ""9 a.m.-5 p.m."", ""Friday"": ""9 a.m.-5 p.m."", ""Saturday"": ""9 a.m.-5 p.m.""}}, {""lunch"": {""Sunday"": ""11:30 a.m.-2:30 p.m."", ""Monday"": ""11:30 a.m.-2:30 p.m."", ""Tuesday"": ""11:30 a.m.-2:30 p.m."", ""Wednesday"": ""11:30 a.m.-2:30 p.m."", ""Thursday"": ""11:30 a.m.-2:30 p.m."", ""Friday"": ""11:30 a.m.-2:30 p.m."", ""Saturday"": ""11:30 a.m.-2:30 p.m.""}}, {""dinner"": {""Sunday"": ""4:30-9 p.m."", ""Monday"": ""4:30-9 p.m."", ""Tuesday"": ""4:30-9 p.m."", ""Wednesday"": ""4:30-9 p.m."", ""Thursday"": ""4:30-9 p.m."", ""Friday"": ""4:30-9 p.m."", ""Saturday"": ""4:30-9 p.m.""}}]",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Assistive hearing loop"": false}, ""Offerings"": {""All you can eat"": true, ""Coffee"": true, ""Happy hour food"": true, ""Late-night food"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true}}",,https://lh5.googleusercontent.com/-pVusb26aqqY/AAAAAAAAAAI/AAAAAAAAAAA/I8BF5Lb0q7s/s44-p-k-no-ns-nd/photo.jpg,"Traditional breakfast and coffee
Lunch and supper buffet
Take a meal on your way home",TRUE,,,,,,,,
Benny's Restaurant,http://bennys.restaurant/,Restaurant,Restaurant,restaurants,+1 204-726-0207,"612 Rosser Ave, Brandon, MB R7A 0K7",4.7,274,"{""Sunday"": ""Closed"", ""Monday"": ""4-8p.m."", ""Tuesday"": ""4-8p.m."", ""Wednesday"": ""4-8p.m."", ""Thursday"": ""4-9p.m."", ""Friday"": ""4-9p.m."", ""Saturday"": ""4-9p.m.""}",,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fireplace"": true, ""Great cocktails"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true, ""Upscale"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$$,https://lh4.googleusercontent.com/-C9D_Kil8adc/AAAAAAAAAAI/AAAAAAAAAAA/tmIZ0GNG4es/s44-p-k-no-ns-nd/photo.jpg,"Benny's the home of comfort food, we offer something for everyone.
We cater to all special events, family or corporate!
Take out and delivery available!
Great food at fair value!",TRUE,,,,,,,,
Olivier's Bistro Catering,,Caterer,"Caterer, Greek Orthodox church, Delivery Restaurant",Caterer,+1 204-727-3333,"220 8th St, Brandon, MB R7A 3X3",3.5,8,"{""Sunday"": ""10a.m.-10p.m."", ""Monday"": ""10a.m.-10p.m."", ""Tuesday"": ""10a.m.-10p.m."", ""Wednesday"": ""10a.m.-10p.m."", ""Thursday"": ""10a.m.-10p.m."", ""Friday"": ""10a.m.-10p.m."", ""Saturday"": ""10a.m.-10p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true}}",,,,FALSE,,,,,,,,
Willey's Grub Hub,https://m.facebook.com/Willeysgrubhub/,Hamburger restaurant,Hamburger restaurant,Hamburger restaurant,+1 204-441-5263,"McGregor Ave, Brandon, MB R7A 7P3",5,1,"{""Sunday"": ""12a.m.-8p.m."", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""11a.m.-8p.m."", ""Thursday"": ""11a.m.-8p.m."", ""Friday"": ""11a.m.-8p.m."", ""Saturday"": ""11a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}}",,,,FALSE,,,,,,,,
Tastee's Ice Cream & Grill,https://tastees-ice-cream-grill.business.site/?m=true,Ice cream shop,"Ice cream shop, Cafe, Dessert shop",Ice cream shop,+1 204-728-2889,"1405 1st St, Brandon, MB R7A 2Y7",4.6,248,"{""Sunday"": ""11a.m.-8p.m."", ""Monday"": ""11a.m.-8p.m."", ""Tuesday"": ""11a.m.-8p.m."", ""Wednesday"": ""11a.m.-8p.m."", ""Thursday"": ""11a.m.-8p.m."", ""Friday"": ""11a.m.-8p.m."", ""Saturday"": ""11a.m.-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store shopping"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Coffee"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",$$,https://lh4.googleusercontent.com/-urz0i-Jkw-w/AAAAAAAAAAI/AAAAAAAAAAA/uJgJxiezFDc/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Wendy's,https://locations.wendys.com/canada/mb/brandon/905-18th-street?utm_source=Yext,Fast food restaurant,"Fast food restaurant, Hamburger restaurant, Restaurant",restaurants,+1 204-725-2064,"905 18th St, Brandon, MB R7A 6W8",4.2,894,"{""Sunday"": ""6:30a.m.-12a.m."", ""Monday"": ""6:30a.m.-12a.m."", ""Tuesday"": ""6:30a.m.-12a.m."", ""Wednesday"": ""6:30a.m.-12a.m."", ""Thursday"": ""6:30a.m.-12a.m."", ""Friday"": ""6:30a.m.-12a.m."", ""Saturday"": ""6:30a.m.-12a.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Late-night food"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$,https://lh4.googleusercontent.com/-uc7hxUTyPus/AAAAAAAAAAI/AAAAAAAAAAA/OnpVXdVRqe4/s44-p-k-no-ns-nd/photo.jpg,Fast-food burger chain serving sides such as chili & baked potatoes.,TRUE,,,,,,,,
East Side Mario's,https://www.eastsidemarios.com/,Restaurant,Restaurant,restaurants,+1 431-210-2065,"1570 18th St Unit D, Brandon, MB R7A 5C5",3.9,562,"{""Sunday"": ""12-8p.m."", ""Monday"": ""12-8p.m."", ""Tuesday"": ""12-8p.m."", ""Wednesday"": ""12-8p.m."", ""Thursday"": ""12-8p.m."", ""Friday"": ""12-8p.m."", ""Saturday"": ""12-8p.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""All you can eat"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh3.googleusercontent.com/-91lAIi0aB0U/AAAAAAAAAAI/AAAAAAAAAAA/tEDpQQlrSDk/s44-p-k-no-ns-nd/photo.jpg,"A restaurant focused on serving up delicious Italian meals at great value, all in a family oriented, fun and casual atmosphere.",TRUE,,,,,,,,
